batch,macro_prompt_norm_mean,st_prompt_norm_mean
0,6.075024127960205,5.310398101806641
1,6.090228080749512,5.310398101806641
2,6.093481063842773,5.310398101806641
3,6.096391677856445,5.310398101806641
4,6.1319098472595215,5.310398101806641
5,6.152655601501465,5.310398101806641
6,6.167221546173096,5.310398101806641
7,6.173975467681885,5.310398101806641
