horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied
3,71.723,79.687,-1.514,0.083,0.079,9.612,9.612,9.612,71,72,0.986,71,MW_after_kW_to_MW_conversion,True,True
6,84.263,93.121,-2.135,0.097,0.092,11.482,11.482,11.482,143,144,0.993,143,MW_after_kW_to_MW_conversion,True,True
10,104.221,114.204,-3.012,0.119,0.111,14.308,14.308,14.308,239,240,0.996,239,MW_after_kW_to_MW_conversion,True,True
