valid_target_count,MAE_H10,MAE_H3,MAE_H6,R2_H10,R2_H3,R2_H6,RMSE_H10,RMSE_H3,RMSE_H6,Score_H10,Score_H3,Score_H6,TurbID,node_index
29,25.057,30.595,26.137,0.095,-5.418,-0.943,29.983,35.938,31.066,0.028,0.034,0.029,1,0
30,31.830,20.846,19.875,-0.690,-2.909,-0.577,37.327,23.492,22.720,0.035,0.022,0.021,2,1
30,45.451,30.869,32.954,-3.827,-7.576,-7.006,50.445,34.117,35.657,0.048,0.032,0.034,3,2
30,72.425,31.181,51.730,-4.061,-1.862,-4.958,80.908,38.291,58.154,0.077,0.035,0.055,4,3
30,76.247,31.988,55.689,-3.217,-12.954,-3.155,86.247,33.557,64.952,0.081,0.033,0.060,5,4
30,44.927,32.860,32.886,-2.027,-2.308,-3.890,51.126,39.515,37.584,0.048,0.036,0.035,6,5
30,70.232,43.604,49.593,-4.722,-5.463,-6.205,77.192,47.189,52.495,0.074,0.045,0.051,7,6
30,90.406,70.115,80.123,-9.470,-13.564,-8.500,93.805,71.894,82.946,0.092,0.071,0.081,8,7
