batch,horizon,context_weight_fine,context_weight_coarse,context_weight_macro
0,1,0.08031408488750458,0.4582809805870056,0.46140503883361816
0,2,0.15085825324058533,0.5245311856269836,0.3246105909347534
0,3,0.10565921664237976,0.5268568396568298,0.3674839735031128
0,4,0.12228964269161224,0.5403680801391602,0.3373423218727112
0,5,0.11979387700557709,0.5401691198348999,0.3400370478630066
0,6,0.10792567580938339,0.5057471990585327,0.38632720708847046
0,7,0.10679759830236435,0.4092506766319275,0.48395174741744995
0,8,0.13551661372184753,0.5462095141410828,0.3182739019393921
0,9,0.18190400302410126,0.49227195978164673,0.3258240818977356
0,10,0.15106625854969025,0.5751988887786865,0.2737349271774292
