variant_id,run_status,reason,failure_report
G1,preflight-only,formal_long_training_not_run_during_step4_preflight,D:\PaperProject\GyxPaper2\custom_models\results\empirical_analysis_v1\G\g1_empirical_v1\seed_2026\STMGPrompt_ComponentAblation\failure_report.json
G2,preflight-only,formal_long_training_not_run_during_step4_preflight,D:\PaperProject\GyxPaper2\custom_models\results\empirical_analysis_v1\G\g2_empirical_v1\seed_2026\STMGPrompt_ComponentAblation\failure_report.json
G3,preflight-only,formal_long_training_not_run_during_step4_preflight,D:\PaperProject\GyxPaper2\custom_models\results\empirical_analysis_v1\G\g3_empirical_v1\seed_2026\STMGPrompt_ComponentAblation\failure_report.json
G4,preflight-only,formal_long_training_not_run_during_step4_preflight,D:\PaperProject\GyxPaper2\custom_models\results\empirical_analysis_v1\G\g4_empirical_v1\seed_2026\STMGPrompt_ComponentAblation\failure_report.json
G5,preflight-only,formal_long_training_not_run_during_step4_preflight,D:\PaperProject\GyxPaper2\custom_models\results\empirical_analysis_v1\G\g5_empirical_v1\seed_2026\STMGPrompt_ComponentAblation\failure_report.json
G6,preflight-only,formal_long_training_not_run_during_step4_preflight,D:\PaperProject\GyxPaper2\custom_models\results\empirical_analysis_v1\G\g6_empirical_v1\seed_2026\STMGPrompt_ComponentAblation\failure_report.json
G7,preflight-only,formal_long_training_not_run_during_step4_preflight,D:\PaperProject\GyxPaper2\custom_models\results\empirical_analysis_v1\G\g7_empirical_v1\seed_2026\STMGPrompt_ComponentAblation\failure_report.json
G8,preflight-only,formal_long_training_not_run_during_step4_preflight,D:\PaperProject\GyxPaper2\custom_models\results\empirical_analysis_v1\G\g8_empirical_v1\seed_2026\STMGPrompt_ComponentAblation\failure_report.json
