horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied
3,41.535,46.738,0.135,0.047,0.046,5.774,5.774,5.774,71,72,0.986,71,MW_after_kW_to_MW_conversion,True,True
6,39.307,46.297,0.225,0.044,0.043,5.615,5.615,5.615,143,144,0.993,143,MW_after_kW_to_MW_conversion,True,True
10,51.797,61.081,-0.148,0.057,0.055,7.401,7.401,7.401,239,240,0.996,239,MW_after_kW_to_MW_conversion,True,True
