horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied
3,51.922,59.625,-0.408,0.059,0.057,7.122,7.122,7.122,71,72,0.986,71,MW_after_kW_to_MW_conversion,True,True
6,63.405,72.655,-0.908,0.072,0.069,8.725,8.725,8.725,143,144,0.993,143,MW_after_kW_to_MW_conversion,True,True
10,80.182,91.210,-1.559,0.090,0.085,11.122,11.122,11.122,239,240,0.996,239,MW_after_kW_to_MW_conversion,True,True
