batch,macro_prompt_norm_mean,st_prompt_norm_mean,macro_prompt_token_cosine_mean,macro_prompt_token_cosine_max,macro_prompt_node_variance,macro_prompt_batch_variance,st_prompt_node_variance
0,3.995687961578369,4.001889228820801,,,,,
