variant_id,run_status,reason,failure_report
L0,preflight-only,formal_long_training_requires_separate_user_approval,D:\PaperProject\GyxPaper2\custom_models\results\empirical_analysis_v1\L\l0_empirical_v1\seed_2026\STMGPrompt_ComponentAblation\failure_report.json
L1,preflight-only,formal_long_training_requires_separate_user_approval,D:\PaperProject\GyxPaper2\custom_models\results\empirical_analysis_v1\L\l1_empirical_v1\seed_2026\STMGPrompt_ComponentAblation\failure_report.json
L2,preflight-only,formal_long_training_requires_separate_user_approval,D:\PaperProject\GyxPaper2\custom_models\results\empirical_analysis_v1\L\l2_empirical_v1\seed_2026\STMGPrompt_ComponentAblation\failure_report.json
L4,preflight-only,formal_long_training_requires_separate_user_approval,D:\PaperProject\GyxPaper2\custom_models\results\empirical_analysis_v1\L\l4_empirical_v1\seed_2026\STMGPrompt_ComponentAblation\failure_report.json
L5,preflight-only,formal_long_training_requires_separate_user_approval,D:\PaperProject\GyxPaper2\custom_models\results\empirical_analysis_v1\L\l5_empirical_v1\seed_2026\STMGPrompt_ComponentAblation\failure_report.json
L6,preflight-only,formal_long_training_requires_separate_user_approval,D:\PaperProject\GyxPaper2\custom_models\results\empirical_analysis_v1\L\l6_empirical_v1\seed_2026\STMGPrompt_ComponentAblation\failure_report.json
L7,reference-unavailable,"MISSING_OR_INVALID:run_status.json;MISSING_OR_INVALID:effective_config.json;NOT_COMPLETED;MISSING:metrics_eval_h3.json;MISSING:metrics_eval_h6.json;MISSING:metrics_eval_h10.json;CHECKPOINT_NOT_LOADABLE;MISSING_EXPLICIT_CONFIG_FIELDS:scope_id,model_id,run_id,component_ablation,variant,definition,training_batch_profile_id,train_batch_size,val_batch_size,test_batch_size,gradient_accumulation_steps,seed,lookback,max_pred_len,loss_function,precision_policy,amp_enabled,formal_training",D:\PaperProject\GyxPaper2\custom_models\results\empirical_analysis_v1\L\l7_smoke_v1\reference.json
