horizon,mae_abs_diff,model_id,new_MAE,new_RMSE,new_Score,rmse_abs_diff,score_abs_diff,status,valid_count_match
3,0.0,A0,78.46818745345907,119.24228056284801,7.956764642786349,5.684341886080802e-14,3.552713678800501e-15,passed,True
6,0.0,A0,92.68976452500827,140.7408055129847,9.750960256356917,2.842170943040401e-14,0.0,passed,True
10,5.684341886080802e-14,A0,107.57116399192854,161.10877428058345,11.739107439523993,2.842170943040401e-14,1.7763568394002505e-15,passed,True
3,0.0,A1,76.33942955875908,117.75677038705147,7.783623200734036,7.105427357601002e-14,9.769962616701378e-15,passed,True
6,1.4210854715202004e-14,A1,90.46171513146378,138.81322235889343,9.684446283949141,1.1368683772161603e-13,1.4210854715202004e-14,passed,True
10,1.4210854715202004e-14,A1,105.41287395398909,159.34114403913,11.706390557819944,1.1368683772161603e-13,1.4210854715202004e-14,passed,True
