a0_mae,a0_rmse,a0_score,a0_win_rate,a1_mae,a1_rmse,a1_score,delta_direction,delta_mae_a1_minus_a0,delta_rmse_a1_minus_a0,delta_score_a1_minus_a0,fine_gate_mean,group_definition,horizon,num_valid_points,num_windows,score_lower_is_better,threshold,volatility_mean
179.89638399989627,231.69914648280837,25.51689731529971,0.4892367906066536,179.27917377662374,231.10904111284384,25.307607346780213,positive_means_A0_better,-0.6172102232725365,-0.5901053699645331,-0.20928996851949577,0.55490642786026,shared_difficulty_top10,3,194409,511,True,124.48183332683857,0.07048294433068399
214.361776734212,272.4975348153317,30.784642676678462,0.45596868884540115,211.69696843009677,270.07908073145813,30.24588062832548,positive_means_A0_better,-2.664808304115212,-2.4184540838735415,-0.5387620483529822,0.555240273475647,shared_difficulty_top10,6,390115,511,True,148.15697940532147,0.07287278574058256
245.7080763080804,308.689009174202,35.2158160541486,0.4520547945205479,241.88229145082488,305.9031618260379,34.537987039252606,positive_means_A0_better,-3.8257848572555133,-2.7858473481641113,-0.6778290148959911,0.5554392337799072,shared_difficulty_top10,10,649650,511,True,171.59824382961207,0.07394298455653892
