a0_mae,a0_rmse,a0_score,a0_win_rate,a1_mae,a1_rmse,a1_score,delta_direction,delta_mae_a1_minus_a0,delta_rmse_a1_minus_a0,delta_score_a1_minus_a0,event_type,horizon,num_valid_points,num_windows,post_hoc_true_power_label,score_lower_is_better,threshold,threshold_source
219.3476364434215,295.0243288105375,31.7774244442653,0.5423728813559322,218.28517604981099,294.4028739231367,31.630195140719096,positive_means_A0_better,-1.0624603936105075,-0.6214548874007733,-0.14722930354620445,ramp_any,3,44689,118,True,True,330.00199340820313,formal_train_future_target_windows
209.7596161489807,283.0028150564042,30.764770506679064,0.5609756097560976,212.17425342004228,285.9841661293568,31.136832171462036,positive_means_A0_better,2.414637271061565,2.9813510729526342,0.3720616647829722,ramp_up,3,30781,82,True,True,330.00199340820313,formal_train_future_target_windows
225.46977647877995,298.4841540215569,32.59555591372205,0.5396825396825397,221.22767367670596,294.9963110670143,32.01026674381271,positive_means_A0_better,-4.242102802073987,-3.4878429545426,-0.5852891699093448,ramp_down,3,23910,63,True,True,330.00199340820313,formal_train_future_target_windows
259.21428346084105,345.6602624507457,37.92321439640527,0.5363636363636364,257.50223242257294,343.1558239847969,37.4944919259668,positive_means_A0_better,-1.7120510382681005,-2.5044384659487946,-0.42872247043847267,ramp_any,6,82225,110,True,True,343.3433837890625,formal_train_future_target_windows
241.8415522978535,321.58728085676154,35.76497089542997,0.5714285714285714,244.03269761594996,325.2404749572547,35.77024707932844,positive_means_A0_better,2.19114531809646,3.653194100493181,0.005276183898473619,ramp_up,6,56535,77,True,True,343.3433837890625,formal_train_future_target_windows
259.68393171654753,346.6542090639714,38.04637833526083,0.5245901639344263,255.19212306989763,339.46156132960203,37.43270328241516,positive_means_A0_better,-4.4918086466499005,-7.192647734369359,-0.6136750528456716,ramp_down,6,47204,61,True,True,343.3433837890625,formal_train_future_target_windows
256.0131350816744,347.34106390689226,38.0728367383928,0.47474747474747475,250.68617236403514,340.3088543623243,36.988673892160385,positive_means_A0_better,-5.326962717639276,-7.032209544567934,-1.0841628462324167,ramp_any,10,118916,99,True,True,349.21518066406264,formal_train_future_target_windows
222.39107086014525,295.24374194861264,34.17961894737189,0.5142857142857142,218.44505465918752,292.33497741466215,33.17504701144067,positive_means_A0_better,-3.946016200957729,-2.908764533950489,-1.0045719359312244,ramp_up,10,81084,70,True,True,349.21518066406264,formal_train_future_target_windows
271.5671040887104,368.75171606355866,39.829155738817164,0.5084745762711864,268.32932849338926,362.6157216145144,39.424303130331225,positive_means_A0_better,-3.237775595321125,-6.135994449044233,-0.40485260848593896,ramp_down,10,75109,59,True,True,349.21518066406264,formal_train_future_target_windows
