model,horizon,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std,Score_mean,Score_std,num_seeds
STMGPrompt_TemporalOnly,3,41.6155,4.422952916321856,51.0955,5.9785878349322585,-0.102,0.15556349186104046,5.974,0.6788225099390855,2
STMGPrompt_TemporalOnly,6,45.299,0.42850670939904395,55.9395,1.2777419536040928,-0.1795,0.016263455967290587,6.507,0.10323759005323588,2
STMGPrompt_TemporalOnly,10,59.6845,11.59301567755345,73.50200000000001,13.054605394266042,-0.7955000000000001,0.7417550134646884,8.6005,1.6369521984468571,2
