horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,num_valid_points
3,66.29822207168795,78.33953400463001,-1.4297003970216413,0.0761785995441232,0.07253300893121832,8871.61279296875,8871.61279296875,8871.61279296875,71.0
6,73.50821371011801,85.34052095419979,-1.632937500170986,0.08371142827778583,0.07942922666330199,9844.012044270834,9844.012044270834,9844.012044270834,143.0
10,91.90262645258564,104.44803740913724,-2.3555583971111846,0.10355692632805225,0.097266998134025,12311.0244140625,12311.0244140625,12311.0244140625,239.0
