valid_target_count,MAE_H10,MAE_H3,MAE_H6,R2_H10,R2_H3,R2_H6,RMSE_H10,RMSE_H3,RMSE_H6,Score_H10,Score_H3,Score_H6,TurbID,node_index
29,31.328,37.505,28.048,-0.314,-6.835,-1.048,36.127,39.708,31.897,0.033,0.038,0.030,1,0
30,27.343,22.932,19.435,-0.341,-3.530,-0.425,33.251,25.288,21.600,0.030,0.024,0.020,2,1
30,53.934,33.870,39.114,-5.808,-8.474,-10.300,59.908,35.860,42.364,0.057,0.035,0.041,3,2
30,53.817,18.916,33.278,-2.218,0.086,-1.656,64.516,21.641,38.828,0.059,0.020,0.036,4,3
30,84.524,38.673,61.693,-4.242,-18.572,-3.956,96.159,39.743,70.931,0.090,0.039,0.066,5,4
30,97.944,72.675,79.108,-11.337,-11.163,-21.922,103.216,75.767,81.370,0.101,0.074,0.080,6,5
30,99.498,62.189,75.561,-9.863,-10.815,-15.346,106.357,63.802,79.072,0.103,0.063,0.077,7,6
30,131.655,92.147,115.408,-21.227,-23.443,-19.027,136.675,93.139,120.431,0.134,0.092,0.118,8,7
