horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied
3,37.734,47.645,0.101,0.042,0.042,5.416,5.416,5.416,71,72,0.986,71,MW_after_kW_to_MW_conversion,True,True
6,39.938,50.414,0.081,0.044,0.043,5.700,5.700,5.700,143,144,0.993,143,MW_after_kW_to_MW_conversion,True,True
10,55.525,69.750,-0.496,0.061,0.058,8.019,8.019,8.019,239,240,0.996,239,MW_after_kW_to_MW_conversion,True,True
