horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied
3,44.349,51.002,-0.030,0.050,0.049,6.124,6.124,6.124,71,72,0.986,71,MW_after_kW_to_MW_conversion,True,True
6,53.777,62.254,-0.401,0.060,0.058,7.442,7.442,7.442,143,144,0.993,143,MW_after_kW_to_MW_conversion,True,True
10,68.646,79.166,-0.928,0.076,0.073,9.568,9.568,9.568,239,240,0.996,239,MW_after_kW_to_MW_conversion,True,True
