horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied
3,84.151,122.193,0.914,0.603,0.702,8.528,8.528,8.528,1256027,2051808,0.612,1256027,MW_after_kW_to_MW_conversion,True,True
6,94.683,140.673,0.887,0.590,0.876,9.957,9.957,9.957,2512061,4103616,0.612,2512061,MW_after_kW_to_MW_conversion,True,True
10,106.584,159.430,0.854,0.582,1.152,11.605,11.605,11.605,4186848,6839360,0.612,4186848,MW_after_kW_to_MW_conversion,True,True
