horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied
3,51.326,63.305,-0.587,0.058,0.056,6.958,6.958,6.958,71,72,0.986,71,MW_after_kW_to_MW_conversion,True,True
6,57.413,69.073,-0.725,0.065,0.062,7.918,7.918,7.918,143,144,0.993,143,MW_after_kW_to_MW_conversion,True,True
10,85.029,99.675,-2.056,0.096,0.090,12.019,12.019,12.019,239,240,0.996,239,MW_after_kW_to_MW_conversion,True,True
