horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,num_valid_points
3,44.74337037852113,55.323210317912974,-0.21172900622858393,0.05026670938256512,0.049996980528509975,5992.980794270833,5992.980794270833,5992.980794270833,71.0
6,45.60166365616805,56.843179479799865,-0.16811794168801275,0.05061467069856358,0.05014180345735392,6109.820149739583,6109.820149739583,6109.820149739583,143.0
10,51.48698137993593,64.27124962841728,-0.2705674388957158,0.05612136280849423,0.05477952270307882,6898.043619791667,6898.043619791667,6898.043619791667,239.0
