epoch,train_loss,val_loss,val_MAE_H3,val_RMSE_H3,val_R2_H3,val_Score_H3,val_MAE_H6,val_RMSE_H6,val_R2_H6,val_Score_H6,val_MAE_H10,val_RMSE_H10,val_R2_H10,val_Score_H10,val_score_primary,is_best_epoch,bad_epochs,learning_rate,epoch_time_sec,total_loss,granularity_loss_h3,granularity_loss_h6,granularity_loss_h10,granularity_weight_h3,granularity_weight_h6,granularity_weight_h10,site_weight_mean,site_weight_max,site_weight_min,skipped_train_batches_epoch,skipped_val_batches_epoch,skipped_train_batches_total,skipped_val_batches_total,skipped_batches_total_run,val_official_score_h10,val_official_score_h3,val_official_score_h6
1,0.7759093141013925,0.752439022064209,120.97229682074652,133.41683258325003,-6.6645307810710674,16.30790315757963,105.05981661749225,120.07087495615461,-4.6397405988385945,14.521377894065948,96.65067391053533,112.41346186369242,-3.761594642131172,13.35616451154881,13.35616451154881,True,0,0.001,1.5871725000906736,0.7759093141013925,,,,,,,,,,0,0,0,0,0,13.35616451154881,16.30790315757963,14.521377894065948
