variant_id,trained_variant_id,shared_variant_id,is_shared_alias,status,checkpoint_path,vadsp_gate_mode,granularity_weight_mode,site_weight_mode,loss_function,H10_MAE,H10_MAPE,H10_R2,H10_RMSE,H10_SMAPE,H10_Score,H3_MAE,H3_MAPE,H3_R2,H3_RMSE,H3_SMAPE,H3_Score,H6_MAE,H6_MAPE,H6_R2,H6_RMSE,H6_SMAPE,H6_Score
V0_FULL_DYNAMIC,S0_FULL_A0,S0_FULL_A0,True,incomplete,D:\PaperProject\GyxPaper2\custom_models\results\st_mgprompt_supplementary_ablation_smoke\scheduler_smoke_seed2026\S0_FULL_A0\best_checkpoint.pt,,,,,,,,,,,,,,,,,,,,,,
V1_FINE_ONLY,V1_FINE_ONLY,,False,incomplete,D:\PaperProject\GyxPaper2\custom_models\results\st_mgprompt_supplementary_ablation_smoke\scheduler_smoke_seed2026\V1_FINE_ONLY\best_checkpoint.pt,,,,,,,,,,,,,,,,,,,,,,
V2_COARSE_ONLY,V2_COARSE_ONLY,,False,incomplete,D:\PaperProject\GyxPaper2\custom_models\results\st_mgprompt_supplementary_ablation_smoke\scheduler_smoke_seed2026\V2_COARSE_ONLY\best_checkpoint.pt,,,,,,,,,,,,,,,,,,,,,,
V3_FIXED_DUAL,V3_FIXED_DUAL,,False,incomplete,D:\PaperProject\GyxPaper2\custom_models\results\st_mgprompt_supplementary_ablation_smoke\scheduler_smoke_seed2026\V3_FIXED_DUAL\best_checkpoint.pt,,,,,,,,,,,,,,,,,,,,,,
V4_RANDOM_GATE,V4_RANDOM_GATE,,False,incomplete,D:\PaperProject\GyxPaper2\custom_models\results\st_mgprompt_supplementary_ablation_smoke\scheduler_smoke_seed2026\V4_RANDOM_GATE\best_checkpoint.pt,,,,,,,,,,,,,,,,,,,,,,
V5_SHUFFLED_VOLATILITY,V5_SHUFFLED_VOLATILITY,,False,incomplete,D:\PaperProject\GyxPaper2\custom_models\results\st_mgprompt_supplementary_ablation_smoke\scheduler_smoke_seed2026\V5_SHUFFLED_VOLATILITY\best_checkpoint.pt,,,,,,,,,,,,,,,,,,,,,,
