horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied
3,82.030,120.965,0.916,0.481,0.818,8.288,8.288,8.288,1256027,2051808,0.612,1256027,MW_after_kW_to_MW_conversion,True,True
6,95.120,140.579,0.887,0.519,1.026,9.942,9.942,9.942,2512061,4103616,0.612,2512061,MW_after_kW_to_MW_conversion,True,True
10,108.571,160.249,0.853,0.544,1.331,11.739,11.739,11.739,4186848,6839360,0.612,4186848,MW_after_kW_to_MW_conversion,True,True
