valid_target_count,MAE_H10,MAE_H3,MAE_H6,R2_H10,R2_H3,R2_H6,RMSE_H10,RMSE_H3,RMSE_H6,Score_H10,Score_H3,Score_H6,TurbID,node_index
29,27.846,21.236,19.762,-0.265,-2.642,-0.330,35.449,27.071,25.705,0.031,0.023,0.021,1,0
30,28.885,35.961,28.991,-0.333,-10.577,-2.517,33.154,40.426,33.926,0.031,0.038,0.031,2,1
30,58.963,36.297,48.592,-6.813,-11.833,-17.098,64.180,41.736,53.612,0.061,0.039,0.051,3,2
30,50.483,26.120,33.940,-1.494,-0.690,-1.517,56.793,29.425,37.797,0.054,0.028,0.036,4,3
30,51.339,15.047,32.187,-1.238,-2.973,-0.851,62.839,17.907,43.349,0.057,0.016,0.038,5,4
30,73.014,50.616,57.068,-6.103,-5.647,-11.592,78.319,56.010,60.309,0.076,0.053,0.059,6,5
30,80.901,45.760,61.518,-6.446,-7.055,-11.146,88.051,52.682,68.159,0.084,0.049,0.065,7,6
30,128.797,92.050,115.497,-20.107,-25.144,-19.080,133.189,96.327,120.588,0.131,0.094,0.118,8,7
