horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,num_valid_points
3,96.35684090580915,136.90500499780475,0.8925044689180172,0.6883080302312642,1.0668297601876597,10396.799810409195,10396.799810409195,10396.799810409195,1256027.0
6,107.32960286901888,156.2218839362855,0.8600297623768096,0.6836443318634848,1.1719525565905706,11304.59054482333,11304.59054482333,11304.59054482333,2512061.0
10,119.88334090895972,175.6605773889194,0.8230281339088861,0.6769797585484191,1.3933094014798326,12445.94986580924,12445.94986580924,12445.94986580924,4186848.0
