horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied
3,47.454,57.093,-0.291,0.054,0.052,6.525,6.525,6.525,71,72,0.986,71,MW_after_kW_to_MW_conversion,True,True
6,56.909,69.390,-0.741,0.064,0.061,7.971,7.971,7.971,143,144,0.993,143,MW_after_kW_to_MW_conversion,True,True
10,76.020,90.004,-1.492,0.085,0.080,10.687,10.687,10.687,239,240,0.996,239,MW_after_kW_to_MW_conversion,True,True
