horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,num_valid_points
3,40.6594521965779,50.005149686177255,0.01003413441745804,0.0455999054252904,0.045336766733171524,5443.918131510417,5443.918131510417,5443.918131510417,71.0
6,46.63930911617679,58.17115411751472,-0.223334803323179,0.051744108829951965,0.050718479398457535,6246.829915364583,6246.829915364583,6246.829915364583,143.0
10,59.41312092417952,76.26684236142869,-0.7891047351776264,0.0653910056288071,0.06275488124929755,7959.377278645833,7959.377278645833,7959.377278645833,239.0
