epoch,raw_loss_h3,ema_loss_h3,initial_loss_h3,difficulty_level_h3,relative_training_rate_h3,granularity_loss_h3,granularity_weight_h3,weighted_contribution_h3,raw_loss_h6,ema_loss_h6,initial_loss_h6,difficulty_level_h6,relative_training_rate_h6,granularity_loss_h6,granularity_weight_h6,weighted_contribution_h6,raw_loss_h10,ema_loss_h10,initial_loss_h10,difficulty_level_h10,relative_training_rate_h10,granularity_loss_h10,granularity_weight_h10,weighted_contribution_h10,site_weight_mean,site_weight_min,site_weight_max,total_loss
1,0.34543602100827475,0.6217955256050284,0.8719730377197266,0.9932997687296434,1.0600801543755964,0.34543602100827475,1.0533479939807544,0.3645564452209333,0.3496040193872018,0.6225653913888064,0.927558183670044,0.9963525967164473,0.9996228516101837,0.3496040193872018,0.9961869039318778,0.34904666380263427,0.3636203963648189,0.6284498030489142,0.9999426603317261,1.0103476372632114,0.94029700756073,0.3636203963648189,0.9504651318896901,0.34524221941148253,0.9999999756162817,0.8579317818988453,1.170968700538982,0.4277964959090406
