horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied
3,82.137,119.119,0.919,0.543,0.729,8.308,8.308,8.308,1256027,2051808,0.612,1256027,MW_after_kW_to_MW_conversion,True,True
6,94.699,140.075,0.887,0.542,1.005,10.043,10.043,10.043,2512061,4103616,0.612,2512061,MW_after_kW_to_MW_conversion,True,True
10,108.667,160.503,0.852,0.549,1.424,12.038,12.038,12.038,4186848,6839360,0.612,4186848,MW_after_kW_to_MW_conversion,True,True
