valid_target_count,MAE_H10,MAE_H3,MAE_H6,R2_H10,R2_H3,R2_H6,RMSE_H10,RMSE_H3,RMSE_H6,Score_H10,Score_H3,Score_H6,TurbID,node_index
29,42.571,56.933,40.536,-1.707,-17.108,-3.499,51.849,60.367,47.277,0.047,0.059,0.044,1,0
30,41.694,13.111,23.371,-2.319,-0.490,-1.691,52.316,14.503,29.678,0.047,0.014,0.026,2,1
30,32.368,9.705,16.366,-2.117,-0.103,-1.507,40.537,12.235,19.956,0.036,0.011,0.018,3,2
30,48.517,18.194,24.723,-1.854,-0.117,-0.775,60.760,23.926,31.741,0.055,0.019,0.028,4,3
30,52.428,7.796,25.757,-1.683,-0.215,-0.422,68.790,9.901,37.994,0.060,0.009,0.032,5,4
30,87.889,46.786,62.899,-10.436,-4.786,-15.477,99.376,52.259,68.988,0.094,0.049,0.066,6,5
30,116.440,71.094,87.592,-13.775,-14.205,-20.539,124.037,72.379,90.766,0.120,0.071,0.089,7,6
30,136.340,91.447,116.175,-22.757,-23.123,-19.015,141.301,92.529,120.394,0.139,0.092,0.118,8,7
