horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied
3,52.802,61.303,-0.488,0.060,0.058,7.181,7.181,7.181,71,72,0.986,71,MW_after_kW_to_MW_conversion,True,True
6,60.252,72.858,-0.919,0.068,0.065,8.336,8.336,8.336,143,144,0.993,143,MW_after_kW_to_MW_conversion,True,True
10,73.847,88.966,-1.435,0.082,0.078,10.308,10.308,10.308,239,240,0.996,239,MW_after_kW_to_MW_conversion,True,True
